FID,NFDBFIREID,SRC_AGENCY,NAT_PARK,FIRE_ID,FIRENAME,LATITUDE,LONGITUDE,YEAR,MONTH,DAY,REP_DATE,ATTK_DATE,OUT_DATE,SIZE_HA,CAUSE,CAUSE2,FIRE_TYPE,RESPONSE,PROTZONE,PRESCRIBED,MORE_INFO,CFS_NOTE1,CFS_NOTE2,ACQ_DATE
144995,BC-2010-2010-K50233,BC, ,2010-K50233, ,50.0008,-119.569,2010,7,24,2010-07-24 00:00:00,,,0.009,H,H,Fire, , , , , , ,2020-05-05 00:00:00
261216,MB-1988-5-3-26-88,MB, ,5-3-26-88, ,50.6187,-96.2632,1988,5,6,1988-05-06 00:00:00,,1988-05-07 00:00:00,0.1,H,H, , ,Intensive, , , , ,2008-07-24 00:00:00
270145,MB-1967-215,MB, ,215, ,53.25,-96.75,1967,8,13,1967-08-13 00:00:00,,,760.0,N,N, , ,Intensive, , , , ,2008-11-12 00:00:00
388646,ON-1995-BAN44,ON, ,BAN44, ,44.989,-77.0233,1995,4,16,1995-04-16 00:00:00,,1995-04-16 00:00:00,0.20000000298,H,H,IFR,SUP, , , , , ,2023-05-06 00:00:00
58244,BC-1973-1973-NH0259,BC, ,1973-NH0259, ,49.296,-115.155,1973,7,20,1973-07-20 00:00:00,,,0.1,H,H,Fire, , , , , , ,2020-05-05 00:00:00
349904,YT-1999-1999CA002,YT, ,1999CA002, ,62.2,-135.7,1999,6,10,1999-06-10 00:00:00,,,0.1,N,N, , , , , , , ,2016-06-16 00:00:00
321114,NL-2012-504,NL, ,2012-504, ,49.3,-57.4,2012,5,2,2012-05-02 00:00:00,,,1.0,H,H, , , , , ,merged with orig src, ,2018-03-15 00:00:00
391131,ON-1998-WAW59,ON, ,WAW59, ,49.2168,-84.8785,1998,7,8,1998-07-08 00:00:00,,1998-07-13 00:00:00,1.0,H,H,IFR,SUP, , , , , ,2023-05-06 00:00:00
66483,BC-1980-1980-G70005,BC, ,1980-G70005, ,55.833,-121.587,1980,4,22,1980-04-22 00:00:00,,,1.5,H,H,Fire, , , , , , ,2020-05-05 00:00:00
372361,ON-1981-DRY26,ON, ,DRY26, ,49.9766,-93.0625,1981,8,21,1981-08-21 00:00:00,,1981-08-29 00:00:00,0.800000011921,N,N,IFR, , , , , , ,2023-05-06 00:00:00
426783,ON-2002-KEN87,ON, ,KEN87, ,49.4895,-94.3186,2002,8,3,2002-08-03 00:00:00,,2002-08-05 00:00:00,0.10000000149,H,H,IFR,SUP, , , , , ,2023-05-06 00:00:00
411792,ON-1997-COC31,ON, ,COC31, ,49.4266,-80.1588,1997,6,8,1997-06-08 00:00:00,,1997-06-08 00:00:00,0.10000000149,N,N,IFR,SUP, , , , , ,2023-05-06 00:00:00
277318,QC-2018-20181080525,QC, ,20181080525, ,49.1048,-76.9068,2018,8,2,2018-08-02 00:00:00,,2018-08-03 00:00:00,0.0,N,N, , ,Intensive, , , , ,2019-05-01 00:00:00
171662,AB-1995-DND-012-95,AB, ,DND-012-95,DND012,54.8003,-110.6816,1995,6,13,1995-06-13 00:00:00,,1995-06-14 00:00:00,0.5,N,N,Surface, , , , , , ,2020-06-01 00:00:00
58154,BC-1973-1973-NI0565,BC, ,1973-NI0565, ,50.934,-116.833,1973,8,11,1973-08-11 00:00:00,,,0.1,N,N,Fire, , , , , , ,2020-05-05 00:00:00
249184,MB-1969-1-8-22-69,MB, ,1-8-22-69, ,54.7255,-98.30220000000001,1969,7,20,1969-07-20 00:00:00,,,0.1,N,N, , ,Intensive, , , , ,2008-07-24 00:00:00
88615,BC-1984-1984-C40016,BC, ,1984-C40016, ,51.455,-121.994,1984,4,15,1984-04-15 00:00:00,,,3.5,H,H,Fire, , , , , , ,2020-05-05 00:00:00
149530,BC-2013-2013-V30732,BC, ,2013-V30732, ,49.7808,-122.1944,2013,10,8,2013-10-08 00:00:00,,,0.009,H,H,Fire, , , , , , ,2020-05-05 00:00:00
147809,BC-2014-2014-N40475,BC, ,2014-N40475, ,51.5358,-117.4163,2014,8,3,2014-08-03 00:00:00,,,0.05,N,N,Fire, , , , , , ,2020-05-05 00:00:00
347432,YT-1953-1953WL019,YT, ,1953WL019, ,59.941389,-128.001944,1953,6,4,1953-06-04 00:00:00,,,0.01,H,H, , , , , , , ,2016-06-16 00:00:00
14210,BC-1952-1952-K00040,BC, ,1952-K00040, ,50.463,-120.891,1952,5,24,1952-05-24 00:00:00,,,242.8,H,H,Fire, , , , , , ,2020-05-05 00:00:00
248314,SK-2021-21PA-DITCH16,SK, ,21PA-DITCH16,21PA-DITCH16,53.227617,-106.34615,2021,7,19,2021-07-19 00:00:00,,2021-07-09 00:00:00,0.1,H,H,Wildfire, , , , , , ,2022-02-25 00:00:00
212077,AB-1998-E03001,AB, ,E03001, ,55.0903,-114.0645,1998,4,6,1998-04-06 00:00:00,,1998-04-06 00:00:00,18.0,H,H,Surface, , , ,fueltype: O1b, , ,2020-06-01 00:00:00
154537,BC-2017-2017-K60227,BC, ,2017-K60227, ,49.9379,-120.7222,2017,5,30,2017-05-30 00:00:00,,,0.009,N,N,Fire, , , , , , ,2020-05-05 00:00:00
247523,SK-1989-TRAIL2,SK, ,TRAIL2,TRAIL2,54.65100027,-102.0919096,1989,8,20,1989-08-20 00:00:00,,1989-08-21 00:00:00,0.01,H,H,Wildfire, , , , , , ,2020-04-03 00:00:00
201766,AB-2013-GWF077,AB, ,GWF077, ,54.783197,-119.692691,2013,3,4,2013-03-04 00:00:00,,2013-03-18 00:00:00,0.75,H,H,Ground, , , ,fueltype: S1, , ,2020-06-01 00:00:00
209225,AB-2001-HWF065,AB, ,HWF065, ,58.7699,-116.6679,2001,7,1,2001-07-01 00:00:00,,2001-07-02 00:00:00,1.0,N,N,Surface, , , ,fueltype: C2, , ,2020-06-01 00:00:00
170016,AB-1993-DP3-039-93,AB, ,DP3-039-93,DP3039,57.4118,-117.4714,1993,6,7,1993-06-07 00:00:00,,1993-06-09 00:00:00,3.5,N,N,Surface, , , , , , ,2020-06-01 00:00:00
26007,BC-1955-1955-K00082,BC, ,1955-K00082, ,49.376,-119.688,1955,6,13,1955-06-13 00:00:00,,,0.1,H,H,Fire, , , , , , ,2020-05-05 00:00:00
358279,NT-2017-ZF001-17,NT, ,ZF001-17, ,62.464666,-114.8465,2017,5,23,2017-05-23 00:00:00,,2017-05-30 00:00:00,0.2,N,N, , ,Sustained Action, , , , ,2018-06-15 00:00:00
301263,QC-1996-718,QC, ,1996-718, ,49.79317,-70.84562,1996,6,12,1996-06-12 00:00:00,,1996-06-28 00:00:00,0.0,N,N, , ,Intensive, , , , ,2018-05-18 00:00:00
105306,BC-1991-1991-K50016,BC, ,1991-K50016, ,49.464,-119.616,1991,4,16,1991-04-16 00:00:00,,,0.2,H,H,Fire, , , , , , ,2020-05-05 00:00:00
229709,SK-2017-17BR-HWY401,SK, ,17BR-HWY401,17BR-HWY401,53.376438,-108.341245,2017,10,24,2017-10-24 00:00:00,,2017-10-24 00:00:00,0.1,H,H,Wildfire, , , , , , ,2020-04-03 00:00:00
49202,BC-1966-1967-N00338,BC, ,1967-N00338, ,50.318,-114.891,1966,12,31,1966-12-31 00:00:00,,,0.1,H,H,Fire, , , ,Note that BC FIRE_ID includes the fiscal year in which fire is reported, , ,2020-05-05 00:00:00
72800,BC-1981-1981-G30083,BC, ,1981-G30083, ,52.419,-118.743,1981,8,24,1981-08-24 00:00:00,,,0.1,N,N,Fire, , , , , , ,2020-05-05 00:00:00
75066,BC-1979-1979-V20045,BC, ,1979-V20045, ,50.025,-121.503,1979,8,23,1979-08-23 00:00:00,,,0.1,N,N,Fire, , , , , , ,2020-05-05 00:00:00
224598,SK-2013-13BR-36,SK, ,13BR-36,13BR-36,54.7002,-107.244583,2013,6,25,2013-06-25 00:00:00,,2013-06-26 00:00:00,0.1,H,H,Wildfire, , , , , , ,2020-04-03 00:00:00
19613,BC-1958-1958-V00094,BC, ,1958-V00094, ,50.376,-126.799,1958,5,24,1958-05-24 00:00:00,,,0.1,H,H,Fire, , , , , , ,2020-05-05 00:00:00
133274,BC-2005-2005-K10146,BC, ,2005-K10146, ,51.8479,-120.0235,2005,8,1,2005-08-01 00:00:00,,,0.009,H,H,Fire, , , , , , ,2020-05-05 00:00:00
197327,AB-2010-EWF093,AB, ,EWF093, ,53.877833,-116.797,2010,6,23,2010-06-23 00:00:00,,2010-06-23 00:00:00,0.2,N,N,Surface, , , ,fueltype: C4, , ,2020-06-01 00:00:00
313549,QC-2012-706,QC, ,2012-706, ,46.1222,-70.8128,2012,8,5,2012-08-05 00:00:00,,2012-08-09 00:00:00,0.1,H,H, , ,Intensive, , , , ,2018-05-18 00:00:00
184412,AB-1975-DA3-006-75,AB, ,DA3-006-75,DA3006,58.1257,-110.3985,1975,6,23,1975-06-23 00:00:00,,,0.80937128448,N,N, , , , , , , ,2020-06-01 00:00:00
257757,MB-1982-1-6-16-82,MB, ,1-6-16-82, ,54.6528,-96.2355,1982,7,10,1982-07-10 00:00:00,,1982-07-16 00:00:00,20.2,N,N, , ,Intensive, , , , ,2008-07-24 00:00:00
36283,BC-1964-1964-G00119,BC, ,1964-G00119, ,57.155,-122.316,1964,10,12,1964-10-12 00:00:00,,,12.1,H,H,Fire, , , , , , ,2020-05-05 00:00:00
52992,BC-1970-1970-K21442,BC, ,1970-K21442, ,51.575,-119.744,1970,8,5,1970-08-05 00:00:00,,,0.1,H,H,Fire, , , , , , ,2020-05-05 00:00:00
229601,SK-1998-MCCOY,SK, ,MCCOY,MCCOY,54.1823,-105.6146,1998,5,25,1998-05-25 00:00:00,,1998-05-27 00:00:00,0.1,N,N,Wildfire, , , , , , ,2020-04-03 00:00:00
14203,BC-1952-1952-K00557,BC, ,1952-K00557, ,50.126,-120.232,1952,8,10,1952-08-10 00:00:00,,,0.1,N,N,Fire, , , , , , ,2020-05-05 00:00:00
139697,BC-2007-2007-K10102,BC, ,2007-K10102, ,50.5773,-120.1131,2007,4,28,2007-04-28 00:00:00,,,0.3,H,H,Fire, , , , , , ,2020-05-05 00:00:00
150507,BC-2012-2012-N60457,BC, ,2012-N60457, ,49.0518,-118.1915,2012,8,27,2012-08-27 00:00:00,,,0.9,H,H,Fire, , , , , , ,2020-05-05 00:00:00
26988,BC-1962-1962-G00118,BC, ,1962-G00118, ,53.963,-124.083,1962,7,14,1962-07-14 00:00:00,,,0.1,H,H,Fire, , , , , , ,2020-05-05 00:00:00
68491,BC-1976-1976-N10003,BC, ,1976-N10003, ,50.89,-116.345,1976,4,28,1976-04-28 00:00:00,,,0.6,H,H,Fire, , , , , , ,2020-05-05 00:00:00
221161,AB-2020-RWF-020-2020,AB, ,RWF-020-2020,RWF020,51.975975,-114.858261,2020,5,16,2020-05-16 00:00:00,,,0.01,H,H,Wildfire, , , , , , ,2021-04-15 00:00:00
115638,BC-1994-1994-V60040,BC, ,1994-V60040, ,48.45,-123.467,1994,8,11,1994-08-11 00:00:00,,,0.1,H,H,Fire, , , , , , ,2020-05-05 00:00:00
302227,QC-1995-1031,QC, ,1995-1031, ,48.90618,-69.76903,1995,8,11,1995-08-11 00:00:00,,1995-08-25 00:00:00,1.0,N,N, , ,Intensive, , , , ,2018-05-18 00:00:00
240211,SK-1988-WILLOW1,SK, ,WILLOW1,WILLOW1,53.1406,-104.5313,1988,10,9,1988-10-09 00:00:00,,1988-10-15 00:00:00,55.0,H,H,Wildfire, , , , , , ,2020-04-03 00:00:00
292939,QC-1982-6302,QC, ,1982-6302, ,47.21883,-76.55288,1982,8,17,1982-08-17 00:00:00,,1982-08-19 00:00:00,0.1,H,H, , ,Intensive, , , , ,2018-05-18 00:00:00
95612,BC-1985-1985-V80028,BC, ,1985-V80028, ,49.796,-125.121,1985,7,24,1985-07-24 00:00:00,,,0.1,H,H,Fire, , , , , , ,2020-05-05 00:00:00
306148,QC-1997-734,QC, ,1997-734, ,49.16757,-79.48762,1997,8,8,1997-08-08 00:00:00,,1997-08-11 00:00:00,0.4,H,H, , ,Intensive, , , , ,2018-05-18 00:00:00
142955,BC-2009-2009-C50533,BC, ,2009-C50533, ,52.1214,-123.6781,2009,8,8,2009-08-08 00:00:00,,,0.009,H,H,Fire, , , , , , ,2020-05-05 00:00:00
27155,BC-1961-1961-G00198,BC, ,1961-G00198, ,53.434,-120.382,1961,6,29,1961-06-29 00:00:00,,,0.1,N,N,Fire, , , , , , ,2020-05-05 00:00:00
241692,SK-1981-KELLY1,SK, ,KELLY1,KELLY1,57.07809994,-107.80210013,1981,8,21,1981-08-21 00:00:00,,1981-08-22 00:00:00,0.2,N,N,Wildfire, , , , , , ,2020-04-03 00:00:00
191834,AB-2008-SWF047,AB, ,SWF047, ,54.788083,-115.383,2008,5,15,2008-05-15 00:00:00,,2008-05-15 00:00:00,0.16,H,H,Surface, , , ,fueltype: O1a, , ,2020-06-01 00:00:00
368609,PC-WB-2015-2015WB23,PC,PC-WB,2015WB23, ,60.1521,-113.7392,2015,6,25,2015-06-25 00:00:00,,,3.1,N,N, ,MOD,MOD-Modified Response, , , , ,2016-06-20 00:00:00
95687,BC-1985-1985-N50227,BC, ,1985-N50227, ,49.282,-117.222,1985,8,4,1985-08-04 00:00:00,,,0.1,N,N,Fire, , , , , , ,2020-05-05 00:00:00
192294,AB-2007-WWF004,AB, ,WWF004, ,54.113886,-115.397164,2007,4,28,2007-04-28 00:00:00,,2007-04-28 00:00:00,0.01,H,H,Surface, , , ,fueltype:, , ,2020-06-01 00:00:00
223204,AB-2021-GMD-001-2021,AB, ,GMD-001-2021,GMD001,55.521617,-117.29435,2021,9,24,2021-09-24 00:00:00,,,0.27,U,U,Mutual Aid, , , , , , ,2022-04-19 00:00:00
156057,BC-2018-2018-G50585,BC, ,2018-G50585, ,55.0194,-124.5346,2018,6,20,2018-06-20 00:00:00,,,0.64,N,N,Fire, , , , , , ,2020-05-05 00:00:00
280084,QC-1974-6176,QC, ,1974-6176, ,45.51259,-75.79355,1974,8,25,1974-08-25 00:00:00,,1974-08-25 00:00:00,0.0,H,H, , ,Intensive, , , , ,2018-05-18 00:00:00
124694,BC-2001-2001-K50074,BC, ,2001-K50074, ,49.9549,-119.5456,2001,5,21,2001-05-21 00:00:00,,,0.009,H,H,Fire, , , , , , ,2020-05-05 00:00:00
4087,QC-2023-20231080247,QC, ,20231080247, ,47.5289,-76.5354,2023,6,1,2023-06-01 00:00:00,,2023-06-12 00:00:00,2.0,N,N, , ,Intensive, , , , ,2024-05-06 00:00:00
27296,BC-1959-1959-K00406,BC, ,1959-K00406, ,52.568,-119.039,1959,7,12,1959-07-12 00:00:00,,,0.1,N,N,Fire, , , , , , ,2020-05-05 00:00:00
40092,BC-1966-1966-V00178,BC, ,1966-V00178, ,49.626,-123.144,1966,7,14,1966-07-14 00:00:00,,,0.1,H,H,Fire, , , , , , ,2020-05-05 00:00:00
424472,ON-2006-AYL5,ON, ,AYL5, ,43.2371,-81.856,2006,0,0,,,2006-04-22 00:00:00,54.0,U,U,PB, , , , , , ,2023-05-06 00:00:00
179416,AB-1975-DA2-007-75,AB, ,DA2-007-75,DA2007,57.7605,-111.2118,1975,6,22,1975-06-22 00:00:00,,,14.1639974784,N,N, , , , , , , ,2020-06-01 00:00:00
180651,AB-1976-DS4-008-76,AB, ,DS4-008-76,DS4008,55.7683,-115.6406,1976,5,3,1976-05-03 00:00:00,,,1.21405692672,H,H, , , , , , , ,2020-06-01 00:00:00
429736,ON-2013-WAW13,ON, ,WAW13, ,47.9851,-84.7665,2013,7,4,2013-07-04 00:00:00,,2013-07-05 00:00:00,0.10000000149,H,H,IFR,FUL, , , , , ,2023-05-06 00:00:00
245035,SK-1984-DUMP FIRE,SK, ,DUMP FIRE,DUMP FIRE,52.849,-102.1563,1984,4,21,1984-04-21 00:00:00,,1984-04-24 00:00:00,0.5,H,H,Wildfire, , , , , , ,2020-04-03 00:00:00
316722,QC-2012-649,QC, ,2012-649, ,46.7789,-73.8694,2012,7,31,2012-07-31 00:00:00,,2012-07-31 00:00:00,0.1,H,H, , ,Intensive, , , , ,2018-05-18 00:00:00
106594,BC-1990-1990-G50097,BC, ,1990-G50097, ,55.196,-125.281,1990,9,6,1990-09-06 00:00:00,,,30.0,H,H,Fire, , , , , , ,2020-05-05 00:00:00
305601,QC-2002-291,QC, ,2002-291, ,49.81655,-73.19285,2002,7,1,2002-07-01 00:00:00,,2002-07-04 00:00:00,2.3,N,N, , ,Intensive, , , , ,2018-05-18 00:00:00
291933,QC-1987-1039,QC, ,1987-1039, ,48.78597,-67.43994,1987,5,5,1987-05-05 00:00:00,,1987-05-06 00:00:00,0.4,H,H, , ,Intensive, , , , ,2018-05-18 00:00:00
408073,ON-2001-PAR6,ON, ,PAR6, ,45.831,-80.7257,2001,5,5,2001-05-05 00:00:00,,2001-05-06 00:00:00,0.10000000149,H,H,IFR,SUP, , , , , ,2023-05-06 00:00:00
205399,AB-2016-MWF106,AB, ,MWF106, ,56.919,-111.475833,2016,7,19,2016-07-19 00:00:00,,2016-07-20 00:00:00,0.01,H,H,Surface, , , ,fueltype: C2, , ,2020-06-01 00:00:00
406962,ON-1977-HEA27,ON, ,HEA27, ,49.8047,-84.1125,1977,8,6,1977-08-06 00:00:00,,1977-08-08 00:00:00,0.20000000298,H,H,IFR, , , , , , ,2023-05-06 00:00:00
35806,BC-1965-1965-V00306,BC, ,1965-V00306, ,48.492,-123.44,1965,7,15,1965-07-15 00:00:00,,,1.2,H,H,Fire, , , , , , ,2020-05-05 00:00:00
13461,BC-1952-1952-K00075,BC, ,1952-K00075, ,50.713,-120.049,1952,6,8,1952-06-08 00:00:00,,,0.4,H,H,Fire, , , , , , ,2020-05-05 00:00:00
386718,ON-2005-SUD1,ON, ,SUD1, ,46.3233,-80.6921,2005,4,11,2005-04-11 00:00:00,,2005-04-11 00:00:00,0.10000000149,H,H,IFR,FUL, , , , , ,2023-05-06 00:00:00
177938,AB-1971-DE2-011-71,AB, ,DE2-011-71,DE2011,53.4227,-117.5543,1971,5,8,1971-05-08 00:00:00,,,0.40468564224,H,H, , , , , , , ,2020-06-01 00:00:00
427050,ON-1983-IGN24,ON, ,IGN24, ,49.9453,-91.2625,1983,8,14,1983-08-14 00:00:00,,1983-08-18 00:00:00,0.20000000298,H,H,IFR, , , , , , ,2023-05-06 00:00:00
40500,BC-1966-1966-V00161,BC, ,1966-V00161, ,49.684,-125.01,1966,7,8,1966-07-08 00:00:00,,,0.1,H,H,Fire, , , , , , ,2020-05-05 00:00:00
483,BC-2023-2022-K62871,BC, ,2022-K62871, ,49.4406,-120.2952,2023,3,19,2023-03-19 00:00:00,,2023-03-28 00:00:00,2.2,H,H,Fire,FUL, , ,Nine Mile Creek 4, , ,2024-05-06 00:00:00
12825,BC-1950-1950-K00226,BC, ,1950-K00226, ,51.463,-120.091,1950,7,20,1950-07-20 00:00:00,,,98.7,N,N,Fire, , , , , , ,2020-05-05 00:00:00
206454,AB-2016-GWF037,AB, ,GWF037, ,55.618583,-119.441283,2016,5,5,2016-05-05 00:00:00,,2016-05-05 00:00:00,0.01,H,H,Surface, , , ,fueltype: O1b, , ,2020-06-01 00:00:00
65271,BC-1978-1978-V50004,BC, ,1978-V50004, ,49.398,-122.827,1978,7,23,1978-07-23 00:00:00,,,0.1,H,H,Fire, , , , , , ,2020-05-05 00:00:00
48478,BC-1971-1971-N30295,BC, ,1971-N30295, ,51.242,-116.744,1971,8,6,1971-08-06 00:00:00,,,129.9,N,N,Fire, , , , , , ,2020-05-05 00:00:00
362162,NT-1966-1966FS-031,NT, ,1966FS-031, ,60.25,-123.8,1966,9,30,1966-09-30 00:00:00,,,0.62,H,H, , ,Intensive, , , , ,
154574,BC-2016-2016-K50386,BC, ,2016-K50386, ,49.9195,-119.788,2016,8,21,2016-08-21 00:00:00,,,0.009,H,H,Fire, , , , , , ,2020-05-05 00:00:00
154261,BC-2015-2015-N50599,BC, ,2015-N50599, ,50.3455,-117.8548,2015,8,14,2015-08-14 00:00:00,,,0.009,N,N,Fire, , , , , , ,2020-05-05 00:00:00
178888,AB-1973-DF3-010-73,AB, ,DF3-010-73,DF3010,59.7535,-119.2845,1973,7,30,1973-07-30 00:00:00,,,56.6559899136,N,N, , , , , , , ,2020-06-01 00:00:00
154245,BC-2015-2015-N50443,BC, ,2015-N50443, ,50.2094,-118.0487,2015,7,20,2015-07-20 00:00:00,,,0.009,N,N,Fire, , , , , , ,2020-05-05 00:00:00
252157,MB-1975-1-1-22-75,MB, ,1-1-22-75, ,55.846,-97.993,1975,7,27,1975-07-27 00:00:00,,,0.1,H,H, , ,Intensive, , , , ,2008-07-24 00:00:00
110333,BC-1994-1994-K20159,BC, ,1994-K20159, ,50.719,-121.152,1994,8,3,1994-08-03 00:00:00,,,0.1,N,N,Fire, , , , , , ,2020-05-05 00:00:00
176741,AB-1965-DS2-004-65,AB, ,DS2-004-65,DS2004,54.9358,-114.9449,1965,7,4,1965-07-04 00:00:00,,,0.0,N,N, , , , , , , ,2020-06-01 00:00:00
202869,AB-2015-CWF096,AB, ,CWF096, ,51.626867,-115.3001,2015,5,22,2015-05-22 00:00:00,,2015-05-24 00:00:00,1.2,H,H,Surface, , , ,fueltype: C2, , ,2020-06-01 00:00:00
217736,AB-2003-EWF105,AB, ,EWF105, ,53.6174,-115.4201,2003,10,27,2003-10-27 00:00:00,,2003-10-27 00:00:00,0.01,H,H,Ground, , , ,fueltype: C2, , ,2020-06-01 00:00:00
207674,AB-2017-RWF015,AB, ,RWF015, ,52.81125,-116.6773,2017,5,20,2017-05-20 00:00:00,,2017-05-21 00:00:00,1.64,H,H,Surface, , , ,fueltype: C2, , ,2020-06-01 00:00:00
86526,BC-1987-1987-R50025,BC, ,1987-R50025, ,54.589,-128.6,1987,7,20,1987-07-20 00:00:00,,,0.0,N,N,Fire, , , , , , ,2020-05-05 00:00:00
423752,ON-1997-PEM29,ON, ,PEM29, ,45.8669,-77.2481,1997,6,7,1997-06-07 00:00:00,,1997-06-07 00:00:00,0.20000000298,N,N,IFR,SUP, , , , , ,2023-05-06 00:00:00
132217,BC-2004-2004-K10493,BC, ,2004-K10493, ,52.3563,-120.0812,2004,8,4,2004-08-04 00:00:00,,,70.0,N,N,Fire, , , , , , ,2020-05-05 00:00:00
432636,ON-2017-THU14,ON, ,THU14, ,50.6666,-89.9625,2017,7,15,2017-07-15 00:00:00,,2017-07-19 00:00:00,0.5,N,N,IFR,FUL, , , , , ,2023-05-06 00:00:00
400609,ON-1981-NIP62,ON, ,NIP62, ,49.1015,-88.5624,1981,8,15,1981-08-15 00:00:00,,1981-08-21 00:00:00,0.10000000149,N,N,IFR, , , , , , ,2023-05-06 00:00:00
56989,BC-1974-1974-C30059,BC, ,1974-C30059, ,52.169,-121.909,1974,6,16,1974-06-16 00:00:00,,,0.1,H,H,Fire, , , , , , ,2020-05-05 00:00:00
372418,ON-2002-DRY55,ON, ,DRY55, ,49.785,-91.5622,2002,8,10,2002-08-10 00:00:00,,2002-08-13 00:00:00,0.20000000298,N,N,IFR,SUP, , , , , ,2023-05-06 00:00:00
248299,SK-2021-21SR-BERGER,SK, ,21SR-BERGER,21SR-BERGER,59.515,-102.419,2021,7,18,2021-07-18 00:00:00,,2021-07-26 00:00:00,149.3,N,N,Wildfire, , , , , , ,2022-02-25 00:00:00
199508,AB-2015-HWF324,AB, ,HWF324, ,58.445638,-116.267077,2015,9,22,2015-09-22 00:00:00,,2015-09-22 00:00:00,0.4,H,H,Surface, , , ,fueltype: O1b, , ,2020-06-01 00:00:00
157743,BC-1995-1995-V50073,BC, ,1995-V50073, ,50.4,-125.142,1995,5,22,1995-05-22 00:00:00,,,0.2,H,H,Fire, , , , , , ,2020-05-05 00:00:00
311138,QC-2009-460,QC, ,2009-460, ,50.3738,-68.82346,2009,7,16,2009-07-16 00:00:00,,2009-07-16 00:00:00,0.0,H,H, , ,Intensive, , , , ,2018-05-18 00:00:00
5487,NT-2023-SS037-23,NT, ,SS037-23, ,60.62915,-111.364517,2023,7,21,2023-07-21 00:00:00,,2023-09-08 00:00:00,0.0,N,N, ,MON, , , , , ,2024-03-18 00:00:00
317211,QC-2012-379,QC, ,2012-379, ,46.2986,-74.2931,2012,6,24,2012-06-24 00:00:00,,2012-06-24 00:00:00,0.0,H,H, , ,Intensive, , , , ,2018-05-18 00:00:00
153899,BC-2016-2016-K20033,BC, ,2016-K20033, ,50.7813,-120.3719,2016,4,22,2016-04-22 00:00:00,,,0.009,N,N,Fire, , , , , , ,2020-05-05 00:00:00
158171,BC-1992-1992-V70003,BC, ,1992-V70003, ,48.223,-123.987,1992,5,15,1992-05-15 00:00:00,,,0.0,H,H,Fire, , , , ,coord outside of admin boundary, ,2020-05-05 00:00:00
28288,BC-1960-1960-N00290,BC, ,1960-N00290, ,49.684,-115.599,1960,7,28,1960-07-28 00:00:00,,,0.8,N,N,Fire, , , , , , ,2020-05-05 00:00:00
140260,BC-2007-2007-N60031,BC, ,2007-N60031, ,49.094,-118.4487,2007,5,23,2007-05-23 00:00:00,,,0.01,H,H,Fire, , , , , , ,2020-05-05 00:00:00
116674,BC-1995-1995-G50296,BC, ,1995-G50296, ,54.7,-124.967,1995,9,27,1995-09-27 00:00:00,,,0.2,N,N,Fire, , , , , , ,2020-05-05 00:00:00
175474,AB-1964-DP1-002-64,AB, ,DP1-002-64,DP1002,55.5177,-116.7587,1964,5,14,1964-05-14 00:00:00,,,0.40468564224,H,H, , , , , , , ,2020-06-01 00:00:00
24030,BC-1956-1956-N00149,BC, ,1956-N00149, ,50.126,-117.732,1956,7,31,1956-07-31 00:00:00,,,0.1,N,N,Fire, , , , , , ,2020-05-05 00:00:00
194555,AB-2011-SWF086,AB, ,SWF086, ,56.520984,-115.231264,2011,5,15,2011-05-15 00:00:00,,2011-08-03 00:00:00,316.7,H,H,Crown, , , ,fueltype: C2, , ,2020-06-01 00:00:00
315292,QC-2010-221,QC, ,2010-221, ,48.0889,-77.7178,2010,5,22,2010-05-22 00:00:00,,2010-05-22 00:00:00,0.0,H,H, , ,Intensive, , , , ,2018-05-18 00:00:00
68915,BC-1975-1975-NA0085,BC, ,1975-NA0085, ,50.289,-118.038,1975,6,21,1975-06-21 00:00:00,,,0.1,N,N,Fire, , , , , , ,2020-05-05 00:00:00
75342,BC-1979-1979-VC0004,BC, ,1979-VC0004, ,50.325,-126.003,1979,9,1,1979-09-01 00:00:00,,,0.1,N,N,Fire, , , , , , ,2020-05-05 00:00:00
34954,BC-1960-1960-V00227,BC, ,1960-V00227, ,48.376,-123.733,1960,6,28,1960-06-28 00:00:00,,,0.1,H,H,Fire, , , , , , ,2020-05-05 00:00:00
38766,BC-1963-1963-K00819,BC, ,1963-K00819, ,50.684,-121.937,1963,8,15,1963-08-15 00:00:00,,,0.1,H,H,Fire, , , , , , ,2020-05-05 00:00:00
322175,NL-2010-513,NL, ,2010-513, ,47.85,-59.18,2010,9,4,2010-09-04 00:00:00,,,0.0,H,H, , , , , ,merged with orig src, ,2018-03-15 00:00:00
137133,BC-2009-2009-R20069,BC, ,2009-R20069, ,54.1501,-126.5035,2009,6,10,2009-06-10 00:00:00,,,0.12,N,N,Fire, , , , , , ,2020-05-05 00:00:00
50593,BC-1971-1971-NB0006,BC, ,1971-NB0006, ,49.333,-117.677,1971,5,8,1971-05-08 00:00:00,,,0.1,H,H,Fire, , , , , , ,2020-05-05 00:00:00
127657,BC-2001-2001-C50080,BC, ,2001-C50080, ,52.1083,-124.0717,2001,5,19,2001-05-19 00:00:00,,,0.009,H,H,Fire, , , , , , ,2020-05-05 00:00:00
125707,BC-2000-2000-N10797,BC, ,2000-N10797, ,49.1783,-115.7438,2000,8,12,2000-08-12 00:00:00,,,187.0,N,N,Fire, , , , , , ,2020-05-05 00:00:00
