FID,NFDBFIREID,SRC_AGENCY,NAT_PARK,FIRE_ID,FIRENAME,LATITUDE,LONGITUDE,YEAR,MONTH,DAY,REP_DATE,ATTK_DATE,OUT_DATE,SIZE_HA,CAUSE,CAUSE2,FIRE_TYPE,RESPONSE,PROTZONE,PRESCRIBED,MORE_INFO,CFS_NOTE1,CFS_NOTE2,ACQ_DATE
139299,BC-2007-2007-N50690,BC, ,2007-N50690, ,49.9994,-117.623,2007,8,31,2007-08-31 00:00:00,,,0.5,H,H,Fire, , , , , , ,2020-05-05 00:00:00
375022,ON-2000-HEA22,ON, ,HEA22, ,49.9821,-85.0249,2000,10,20,2000-10-20 00:00:00,,2000-11-14 00:00:00,30.0,H,H,IFR,SUP, , , , , ,2023-05-06 00:00:00
143009,BC-2008-2008-C20055,BC, ,2008-C20055, ,52.1233,-122.0612,2008,5,28,2008-05-28 00:00:00,,,0.1,N,N,Fire, , , , , , ,2020-05-05 00:00:00
203858,AB-2018-HWF229,AB, ,HWF229, ,59.7649,-116.994867,2018,9,26,2018-09-26 00:00:00,,2019-04-10 00:00:00,3.8,H,H,Ground, , , ,fueltype: C2, , ,2020-06-01 00:00:00
59628,BC-1972-1972-VF0191,BC, ,1972-VF0191, ,50.325,-126.971,1972,8,13,1972-08-13 00:00:00,,,0.1,N,N,Fire, , , , , , ,2020-05-05 00:00:00
167713,AB-1988-DW1-015-88,AB, ,DW1-015-88,DW1015,54.2794,-117.656,1988,5,25,1988-05-25 00:00:00,,1988-05-25 00:00:00,0.1,N,N,Surface, , , , , , ,2020-06-01 00:00:00
396621,ON-2007-FOR63,ON, ,FOR63, ,48.6601,-93.2878,2007,8,22,2007-08-22 00:00:00,,2007-08-23 00:00:00,0.10000000149,H,H,IFR,FUL, , , , , ,2023-05-06 00:00:00
367202,NT-1981-1981FS-058,NT, ,1981FS-058, ,62.783,-119.333,1981,8,23,1981-08-23 00:00:00,,,1200.0,N,N, , ,, , , , ,
3850,QC-2023-20231080140,QC, ,20231080140, ,47.8632,-69.3035,2023,5,19,2023-05-19 00:00:00,,2023-05-21 00:00:00,2.21377573973,H,H, , ,Intensive, , , , ,2024-05-06 00:00:00
131596,BC-2004-2004-R20229,BC, ,2004-R20229, ,54.8453,-125.9289,2004,8,4,2004-08-04 00:00:00,,,0.01,N,N,Fire, , , , , , ,2020-05-05 00:00:00
212228,AB-1998-W07188,AB, ,W07188, ,55.0104,-115.2465,1998,8,25,1998-08-25 00:00:00,,1998-08-25 00:00:00,0.1,N,N,Ground, , , ,fueltype: C2, , ,2020-06-01 00:00:00
216107,AB-2003-LWF052,AB, ,LWF052, ,55.8717,-111.5384,2003,7,27,2003-07-27 00:00:00,,2003-07-29 00:00:00,0.9,N,N,Crown, , , ,fueltype: C2, , ,2020-06-01 00:00:00
426710,ON-1997-KEN66,ON, ,KEN66, ,50.248,-94.0309,1997,8,22,1997-08-22 00:00:00,,1997-08-24 00:00:00,0.40000000596,H,H,IFR,SUP, , , , , ,2023-05-06 00:00:00
361752,NT-2016-FS035-16,NT, ,FS035-16, ,60.175666,-123.906666,2016,7,13,2016-07-13 00:00:00,,2016-09-08 00:00:00,715.4,N,N, ,MON,MON-Monitored, , , , ,2018-06-15 00:00:00
301576,QC-1992-7054,QC, ,1992-7054, ,48.10132,-77.91397,1992,5,19,1992-05-19 00:00:00,,1992-05-22 00:00:00,0.2,H,H, , ,Intensive, , , , ,2018-05-18 00:00:00
426343,ON-1981-SIO37,ON, ,SIO37, ,53.0078,-89.7916,1981,7,10,1981-07-10 00:00:00,,,189.0,N,N,IFR, , , , , , ,2023-05-06 00:00:00
143604,BC-2008-2008-N20508,BC, ,2008-N20508, ,50.1458,-116.1352,2008,8,8,2008-08-08 00:00:00,,,0.009,N,N,Fire, , , , , , ,2020-05-05 00:00:00
321892,NL-1992-514,NL, ,1992-514, ,48.57,-58.57,1992,7,6,1992-07-06 00:00:00,,,0.2,H,H, , , , , ,merged with orig src, ,2018-03-15 00:00:00
387707,ON-1979-KEN20,ON, ,KEN20, ,50.3203,-94.5126,1979,6,14,1979-06-14 00:00:00,,1979-06-18 00:00:00,1.10000002384,N,N,IFR, , , , , , ,2023-05-06 00:00:00
278946,QC-1972-7102,QC, ,1972-7102, ,47.52608,-79.21404,1972,5,22,1972-05-22 00:00:00,,1972-05-24 00:00:00,1.2,H,H, , ,Intensive, , , , ,2018-05-18 00:00:00
307895,QC-1998-311,QC, ,1998-311, ,47.24221,-76.70496,1998,5,21,1998-05-21 00:00:00,,1998-05-28 00:00:00,0.3,H,H, , ,Intensive, , , , ,2018-05-18 00:00:00
148005,BC-2012-2012-C40167,BC, ,2012-C40167, ,51.4399,-121.7045,2012,8,8,2012-08-08 00:00:00,,,0.009,N,N,Fire, , , , , , ,2020-05-05 00:00:00
148749,BC-2012-2012-N20006,BC, ,2012-N20006, ,50.3652,-115.8628,2012,4,17,2012-04-17 00:00:00,,,4.9,H,H,Fire, , , , , , ,2020-05-05 00:00:00
164883,AB-1990-DF1-040-90,AB, ,DF1-040-90,DF1040,57.7791,-114.6673,1990,7,13,1990-07-13 00:00:00,,1990-07-21 00:00:00,0.5,N,N,Ground, , , , , , ,2020-06-01 00:00:00
430284,ON-2013-KEN29,ON, ,KEN29, ,50.126,-93.1154,2013,6,10,2013-06-10 00:00:00,,2013-06-19 00:00:00,0.300000011921,N,N,IFR,FUL, , , , , ,2023-05-06 00:00:00
48002,BC-1967-1967-K00474,BC, ,1967-K00474, ,51.847,-119.044,1967,7,12,1967-07-12 00:00:00,,,0.1,N,N,Fire, , , , , , ,2020-05-05 00:00:00
242338,SK-2015-15LA-RODGERS,SK, ,15LA-RODGERS,15LA-RODGERS,55.61245,-106.0178,2015,7,21,2015-07-21 00:00:00,,2015-08-23 00:00:00,518.366427,N,N,Wildfire, , , , , , ,2020-04-03 00:00:00
225784,SK-2017-17SF-ISKWAO,SK, ,17SF-ISKWAO,17SF-ISKWAO,51.287313,-106.024903,2017,7,17,2017-07-17 00:00:00,,2017-07-17 00:00:00,0.1,H,H,Wildfire, , , , , , ,2020-04-03 00:00:00
186318,AB-1980-DW1-013-80,AB, ,DW1-013-80,DW1013,54.3867,-116.7782,1980,6,9,1980-06-09 00:00:00,,,0.0,H,H, , , , , , , ,2020-06-01 00:00:00
89661,BC-1986-1986-N50006,BC, ,1986-N50006, ,49.51,-117.599,1986,4,6,1986-04-06 00:00:00,,,3.0,H,H,Fire, , , , , , ,2020-05-05 00:00:00
406727,ON-2009-SAU2,ON, ,SAU2, ,46.7627,-84.4647,2009,5,4,2009-05-04 00:00:00,,2009-05-04 00:00:00,1.29999995232,H,H,IFR,FUL, , , , , ,2023-05-06 00:00:00
29369,BC-1961-1961-K00103,BC, ,1961-K00103, ,50.126,-120.549,1961,5,26,1961-05-26 00:00:00,,,0.1,N,N,Fire, , , , , , ,2020-05-05 00:00:00
125020,BC-1997-1997-V30101,BC, ,1997-V30101, ,49.71,-122.906,1997,8,6,1997-08-06 00:00:00,,,0.0,N,N,Fire, , , , , , ,2020-05-05 00:00:00
406716,ON-2009-RED4,ON, ,RED4, ,52.1065,-94.3213,2009,6,17,2009-06-17 00:00:00,,2009-06-17 00:00:00,0.10000000149,H,H,IFR,FUL, , , , , ,2023-05-06 00:00:00
159711,BC-2021-2021-V81055,BC, ,2021-V81055, ,49.9643,-126.8646,2021,6,30,2021-06-30 00:00:00,,,0.16,N,N,Fire, , , , , , ,2022-04-11 00:00:00
435648,AB-2023-MWF002,AB, ,MWF002, ,59.993917,-111.8459,2023,4,14,2023-04-14 00:00:00,,,0.01,H,H,Surface, , , ,Provincial Land, , ,2024-06-13 00:00:00
192991,AB-2007-CWF185,AB, ,CWF185, ,51.403883,-115.058283,2007,9,3,2007-09-03 00:00:00,,2007-09-03 00:00:00,0.01,H,H,Surface, , , ,fueltype:, , ,2020-06-01 00:00:00
241306,SK-1989-SPENCE,SK, ,SPENCE,SPENCE,57.526,-103.6354,1989,7,19,1989-07-19 00:00:00,,1989-08-04 00:00:00,712.98223552,N,N,Wildfire, , , , , , ,2020-04-03 00:00:00
154507,BC-2015-2015-K60575,BC, ,2015-K60575, ,49.6844,-121.0655,2015,8,10,2015-08-10 00:00:00,,,3.0,N,N,Fire, , , , , , ,2020-05-05 00:00:00
281390,QC-1976-7040,QC, ,1976-7040, ,48.13549,-78.11276,1976,5,13,1976-05-13 00:00:00,,1976-05-13 00:00:00,46.5,H,H, , ,Intensive, , , , ,2018-05-18 00:00:00
288269,QC-1982-3160,QC, ,1982-3160, ,47.51529,-71.34077,1982,8,4,1982-08-04 00:00:00,,1982-08-07 00:00:00,0.2,H,H, , ,Intensive, , , , ,2018-05-18 00:00:00
148970,BC-2014-2013-K70892,BC, ,2013-K70892, ,50.2466,-121.5872,2014,2,20,2014-02-20 00:00:00,,,2.0,H,H,Fire, , , ,Note that BC FIRE_ID includes the fiscal year in which fire is reported, , ,2020-05-05 00:00:00
59861,BC-1974-1974-NK0578,BC, ,1974-NK0578, ,49.525,-118.815,1974,9,11,1974-09-11 00:00:00,,,0.8,H,H,Fire, , , , , , ,2020-05-05 00:00:00
201900,AB-2014-SWF034,AB, ,SWF034, ,54.900817,-116.230017,2014,5,17,2014-05-17 00:00:00,,2014-05-17 00:00:00,0.2,H,H,Surface, , , ,fueltype:, , ,2020-06-01 00:00:00
289054,QC-1982-2033,QC, ,1982-2033, ,45.95624,-70.63691,1982,5,17,1982-05-17 00:00:00,,1982-05-17 00:00:00,0.0,H,H, , ,Intensive, , , , ,2018-05-18 00:00:00
38518,BC-1963-1963-N00010,BC, ,1963-N00010, ,49.097,-115.099,1963,4,24,1963-04-24 00:00:00,,,0.1,H,H,Fire, , , , , , ,2020-05-05 00:00:00
274698,MB-2019-MB2019EA077,MB, ,MB2019EA077, ,51.717222,-95.605,2019,8,5,2019-08-05 00:00:00,,2019-08-08 00:00:00,0.1,N,N, ,FUL, , ,ZONE: G; RESPONSE: FUL, , ,2020-01-16 00:00:00
43533,BC-1966-1966-K00397,BC, ,1966-K00397, ,52.26,-120.231,1966,7,19,1966-07-19 00:00:00,,,0.1,N,N,Fire, , , , , , ,2020-05-05 00:00:00
366008,NT-1979-1979HY-016,NT, ,1979HY-016, ,61.15,-116.5833,1979,6,30,1979-06-30 00:00:00,,,30.0,N,N, , ,Intensive, , , , ,
239542,SK-1989-WILKS,SK, ,WILKS,WILKS,53.9323,-105.4479,1989,7,21,1989-07-21 00:00:00,,1989-07-23 00:00:00,1.0,N,N,Wildfire, , , , , , ,2020-04-03 00:00:00
207324,AB-2016-EWF004,AB, ,EWF004, ,53.45176,-117.455975,2016,4,7,2016-04-07 00:00:00,,2016-04-08 00:00:00,0.1,H,H,Ground, , , ,fueltype:, , ,2020-06-01 00:00:00
352789,YT-2017-2017XY001,YT, ,2017XY001, ,60.91125,-135.1500833,2017,4,24,2017-04-24 00:00:00,,2017-04-25 00:00:00,0.01,H,H, ,FUL,FUL-Critical FMZ, ,Burma Rd, , ,2018-06-14 00:00:00
15325,BC-1950-1950-V00379,BC, ,1950-V00379, ,48.405,-123.483,1950,9,18,1950-09-18 00:00:00,,,0.1,H,H,Fire, , , , , , ,2020-05-05 00:00:00
91362,BC-1989-1989-G70007,BC, ,1989-G70007, ,55.946,-120.618,1989,4,27,1989-04-27 00:00:00,,,2.4,H,H,Fire, , , , , , ,2020-05-05 00:00:00
91942,BC-1989-1989-G10121,BC, ,1989-G10121, ,54.438,-122.233,1989,7,29,1989-07-29 00:00:00,,,0.0,N,N,Fire, , , , , , ,2020-05-05 00:00:00
315162,QC-2015-258,QC, ,2015-258, ,50.365,-67.8997,2015,6,18,2015-06-18 00:00:00,,2015-06-18 00:00:00,0.0,H,H, , ,Intensive, , , , ,2018-05-18 00:00:00
216358,AB-2002-GWF075,AB, ,GWF075, ,54.4785,-118.0555,2002,8,18,2002-08-18 00:00:00,,2002-08-19 00:00:00,0.01,N,N,Surface, , , ,fueltype: C3, , ,2020-06-01 00:00:00
383706,ON-2004-PET1,ON, ,PET1, ,44.5726,-76.5931,2004,4,30,2004-04-30 00:00:00,,2004-05-01 00:00:00,35.5999984741,H,H,IFR,SUP, , , , , ,2023-05-06 00:00:00
198160,AB-2011-RWF033,AB, ,RWF033, ,52.592017,-114.934083,2011,5,20,2011-05-20 00:00:00,,2011-05-20 00:00:00,0.01,H,H,Surface, , , ,fueltype: S2, , ,2020-06-01 00:00:00
244672,SK-2000-MORLEY,SK, ,MORLEY,MORLEY,53.9427,-102.2188,2000,5,7,2000-05-07 00:00:00,,2000-05-08 00:00:00,0.9,H,H,Wildfire, , , , , , ,2020-04-03 00:00:00
385798,ON-1991-NOR3,ON, ,NOR3, ,45.9207,-79.82,1991,4,14,1991-04-14 00:00:00,,1991-04-14 00:00:00,1.20000004768,H,H,IFR,SUP, , , , , ,2023-05-06 00:00:00
415506,ON-1977-WAW26,ON, ,WAW26, ,48.3047,-84.0625,1977,7,22,1977-07-22 00:00:00,,1977-07-23 00:00:00,0.20000000298,H,H,IFR, , , , , , ,2023-05-06 00:00:00
349368,YT-1980-1980RR006,YT, ,1980RR006, ,62.36,-133.6,1980,7,1,1980-07-01 00:00:00,,,6.0,N,N, , , , , , , ,2016-06-16 00:00:00
192918,AB-2006-RWF141,AB, ,RWF141, ,52.502886,-116.149976,2006,7,4,2006-07-04 00:00:00,,2006-07-04 00:00:00,0.01,H,H,Surface, , , ,fueltype: C3, , ,2020-06-01 00:00:00
36733,BC-1965-1965-G00211,BC, ,1965-G00211, ,54.626,-124.43,1965,7,23,1965-07-23 00:00:00,,,0.1,H,H,Fire, , , , , , ,2020-05-05 00:00:00
263895,MB-1989-2-2-55-89,MB, ,2-2-55-89, ,54.8,-101.1333,1989,7,19,1989-07-19 00:00:00,,1989-07-25 00:00:00,1.5,N,N, , ,Intensive, , , , ,2008-07-24 00:00:00
56567,BC-1973-1973-NF0529,BC, ,1973-NF0529, ,51.941,-118.364,1973,8,9,1973-08-09 00:00:00,,,20.2,N,N,Fire, , , , , , ,2020-05-05 00:00:00
50568,BC-1971-1971-NG0205,BC, ,1971-NG0205, ,49.905,-118.349,1971,8,2,1971-08-02 00:00:00,,,0.8,N,N,Fire, , , , , , ,2020-05-05 00:00:00
174006,AB-1969-DF3-008-69,AB, ,DF3-008-69,DF3008,58.4289,-118.3375,1969,8,0,,,,0.40468564224,N,N, , , , , , ,day n/a from src,2020-06-01 00:00:00
215718,AB-2002-LWF048,AB, ,LWF048, ,55.9299,-110.7163,2002,5,26,2002-05-26 00:00:00,,2002-05-26 00:00:00,0.02,H,H,Surface, , , ,fueltype: D1, , ,2020-06-01 00:00:00
169808,AB-1993-DP3-027-93,AB, ,DP3-027-93,DP3027,57.7406,-119.8658,1993,6,6,1993-06-06 00:00:00,,1993-06-28 00:00:00,0.1,N,N,Crown, , , , , , ,2020-06-01 00:00:00
293441,QC-1986-3091,QC, ,1986-3091, ,47.02158,-70.95911,1986,7,1,1986-07-01 00:00:00,,1986-07-01 00:00:00,0.0,H,H, , ,Intensive, , , , ,2018-05-18 00:00:00
151420,BC-2016-2016-G70088,BC, ,2016-G70088, ,56.0371,-121.9652,2016,4,20,2016-04-20 00:00:00,,,1.0,H,H,Fire, , , , , , ,2020-05-05 00:00:00
71814,BC-1981-1981-G50018,BC, ,1981-G50018, ,54.807,-124.553,1981,8,11,1981-08-11 00:00:00,,,0.1,H,H,Fire, , , , , , ,2020-05-05 00:00:00
205040,AB-2016-SWF112,AB, ,SWF112, ,57.33645,-113.142383,2016,6,23,2016-06-23 00:00:00,,2016-06-23 00:00:00,0.02,N,N,Surface, , , ,fueltype: M2, , ,2020-06-01 00:00:00
159840,BC-2021-2021-N51400,BC, ,2021-N51400, ,50.7129,-117.7534,2021,7,2,2021-07-02 00:00:00,,,0.009,N,N,Fire, , , , , , ,2022-04-11 00:00:00
275132,MB-2012-CE029,MB, ,CE029, ,50.132222,-96.761667,2012,4,28,2012-04-28 00:00:00,,2012-05-01 00:00:00,10.0,H,H, , ,W (Observation Zone), ,Actioned, , ,2013-04-15 00:00:00
240253,SK-1988-CONNELL,SK, ,CONNELL,CONNELL,53.1094,-103.1771,1988,7,28,1988-07-28 00:00:00,,1988-07-29 00:00:00,0.1,N,N,Wildfire, , , , , , ,2020-04-03 00:00:00
314879,QC-2015-309,QC, ,2015-309, ,50.1375,-61.7575,2015,7,18,2015-07-18 00:00:00,,2015-07-19 00:00:00,0.4,H,H, , ,Nordique, , , , ,2018-05-18 00:00:00
353391,NT-1986-1986CR-018,NT, ,CR018-86, ,62.4667,-110.9,1986,8,9,1986-08-09 00:00:00,,,0.0,H,H, , ,EXT, , , , ,
375532,ON-1976-SIO150,ON, ,SIO150, ,50.1953,-91.7125,1976,8,12,1976-08-12 00:00:00,,1976-08-16 00:00:00,0.10000000149,N,N,IFR, , , , , , ,2023-05-06 00:00:00
408720,ON-1978-APK49,ON, ,APK49, ,45.8047,-78.1625,1978,9,10,1978-09-10 00:00:00,,1978-09-21 00:00:00,0.10000000149,H,H,IFR, , , , , , ,2023-05-06 00:00:00
42559,BC-1968-1968-C00067,BC, ,1968-C00067, ,51.992,-121.232,1968,4,28,1968-04-28 00:00:00,,,0.8,H,H,Fire, , , , , , ,2020-05-05 00:00:00
297825,QC-1988-3029,QC, ,1988-3029, ,46.99581,-71.85074,1988,5,8,1988-05-08 00:00:00,,1988-05-08 00:00:00,0.0,H,H, , ,Intensive, , , , ,2018-05-18 00:00:00
124212,BC-2003-2003-V10197,BC, ,2003-V10197, ,49.3917,-121.4667,2003,7,7,2003-07-07 00:00:00,,,0.009,H,H,Fire, , , , , , ,2020-05-05 00:00:00
55804,BC-1971-1971-KB1193,BC, ,1971-KB1193, ,49.205,-120.61,1971,8,31,1971-08-31 00:00:00,,,1.4,N,N,Fire, , , , , , ,2020-05-05 00:00:00
72562,BC-1981-1981-G20079,BC, ,1981-G20079, ,53.698,-121.132,1981,8,18,1981-08-18 00:00:00,,,0.1,N,N,Fire, , , , , , ,2020-05-05 00:00:00
312008,QC-2004-259,QC, ,2004-259, ,49.09233,-70.28527,2004,9,15,2004-09-15 00:00:00,,2004-09-16 00:00:00,0.4,H,H, , ,Intensive, , , , ,2018-05-18 00:00:00
357888,NT-1999-ZF013-99,NT, ,ZF013-99, ,62.5666,-113.9,1999,7,6,1999-07-06 00:00:00,,1999-07-14 00:00:00,0.5,H,H, ,MON,MON-Monitored, , , , ,2018-06-15 00:00:00
1277,BC-2023-2023-VA1462,BC, ,2023-VA1462,ELBOW LAKE,52.0616,-125.7398,2023,7,9,2023-07-09 00:00:00,,2023-11-10 00:00:00,1708.0,N,N,Fire,MON, , ,2.7 KM SW of Elbow Lake, , ,2024-05-06 00:00:00
315940,QC-2013-473,QC, ,2013-473, ,48.2592,-73.5106,2013,8,23,2013-08-23 00:00:00,,2013-08-23 00:00:00,0.0,H,H, , ,Intensive, , , , ,2018-05-18 00:00:00
134099,BC-2004-2004-N50265,BC, ,2004-N50265, ,49.8978,-117.3264,2004,7,25,2004-07-25 00:00:00,,,0.001,N,N,Fire, , , , , , ,2020-05-05 00:00:00
383877,ON-1991-BAN17,ON, ,BAN17, ,44.6858,-77.9275,1991,8,3,1991-08-03 00:00:00,,1991-08-15 00:00:00,3.5,H,H,IFR,SUP, , , , , ,2023-05-06 00:00:00
381941,ON-1997-SLK27,ON, ,SLK27, ,50.3362,-92.3396,1997,6,15,1997-06-15 00:00:00,,1997-06-20 00:00:00,0.20000000298,N,N,IFR,SUP, , , , , ,2023-05-06 00:00:00
187406,AB-1981-DL2-053-81,AB, ,DL2-053-81,DL2053,55.1498,-111.3929,1981,8,12,1981-08-12 00:00:00,,,97.1245541376,N,N, , , , , , , ,2020-06-01 00:00:00
20932,BC-1955-1955-V00004,BC, ,1955-V00004, ,49.318,-122.938,1955,5,5,1955-05-05 00:00:00,,,0.1,H,H,Fire, , , , , , ,2020-05-05 00:00:00
348758,YT-1990-1990DA019,YT, ,1990DA019, ,63.419722,-139.3,1990,7,16,1990-07-16 00:00:00,,,5.0,N,N, , , , , , , ,2016-06-16 00:00:00
116767,BC-1997-1997-G10028,BC, ,1997-G10028, ,53.919,-121.851,1997,6,11,1997-06-11 00:00:00,,,0.1,N,N,Fire, , , , , , ,2020-05-05 00:00:00
122708,BC-1996-1996-K20190,BC, ,1996-K20190, ,51.067,-119.767,1996,7,28,1996-07-28 00:00:00,,,0.0,H,H,Fire, , , , , , ,2020-05-05 00:00:00
268711,MB-1999-NE-107-070-99,MB, ,NE-107-070-99, ,53.911,-94.97600000000001,1999,6,3,1999-06-03 00:00:00,,1999-06-10 00:00:00,16.0,H,H, , ,Intensive, , , , ,2008-07-24 00:00:00
272709,MB-2002-111216,MB, ,111216, ,56.2673875,-96.1279815,2002,0,0,,,,0.123,U,U, , , , , ,used firepoly centroid for MB 2000-2004, ,
306466,QC-2002-684,QC, ,2002-684, ,48.54317,-77.79937,2002,9,1,2002-09-01 00:00:00,,2002-09-02 00:00:00,0.2,H,H, , ,Intensive, , , , ,2018-05-18 00:00:00
67135,BC-1975-1975-R90078,BC, ,1975-R90078, ,54.032,-127.354,1975,7,8,1975-07-08 00:00:00,,,0.1,N,N,Fire, , , , , , ,2020-05-05 00:00:00
209508,AB-1999-W03003,AB, ,W03003, ,57.7227,-115.3612,1999,4,4,1999-04-04 00:00:00,,1999-04-04 00:00:00,0.01,H,H,Ground, , , ,fueltype: M2, , ,2020-06-01 00:00:00
302002,QC-1995-325,QC, ,1995-325, ,49.24311,-69.15014,1995,6,25,1995-06-25 00:00:00,,1995-06-28 00:00:00,0.3,N,N, , ,Intensive, , , , ,2018-05-18 00:00:00
11254,BC-1953-1953-R00035,BC, ,1953-R00035, ,55.463,-129.48,1953,7,25,1953-07-25 00:00:00,,,0.1,H,H,Fire, , , , , , ,2020-05-05 00:00:00
232180,SK-2012-12PN-USKIK,SK, ,12PN-USKIK,12PN-USKIK,55.4929,-103.259567,2012,7,10,2012-07-10 00:00:00,,2012-08-28 00:00:00,7683.6,N,N,Wildfire, , , , , , ,2020-04-03 00:00:00
413747,ON-1988-KEN237,ON, ,KEN237, ,49.6163,-93.7198,1988,7,23,1988-07-23 00:00:00,,1988-07-25 00:00:00,0.5,N,N,IFR, , , , , , ,2023-05-06 00:00:00
33847,BC-1965-1965-K00277,BC, ,1965-K00277, ,50.76,-121.937,1965,10,6,1965-10-06 00:00:00,,,0.1,H,H,Fire, , , , , , ,2020-05-05 00:00:00
220494,AB-2005-RWF030,AB, ,RWF030, ,52.054233,-115.6463,2005,5,14,2005-05-14 00:00:00,,2005-05-14 00:00:00,0.01,H,H,Surface, , , ,fueltype:, , ,2020-06-01 00:00:00
223171,AB-2021-CMD-001-2021,AB, ,CMD-001-2021,CMD001,49.97845,-113.59695,2021,3,28,2021-03-28 00:00:00,,,6500.0,U,U,Mutual Aid, , , , , , ,2022-04-19 00:00:00
69687,BC-1975-1975-KA0115,BC, ,1975-KA0115, ,49.51,-119.621,1975,6,17,1975-06-17 00:00:00,,,0.4,H,H,Fire, , , , , , ,2020-05-05 00:00:00
182713,AB-1978-DW2-010-78,AB, ,DW2-010-78,DW2010,53.6119,-115.5831,1978,6,5,1978-06-05 00:00:00,,,0.0,H,H, , , , , , , ,2020-06-01 00:00:00
235054,SK-1989-SAWMILL1,SK, ,SAWMILL1,SAWMILL1,53.7448,-104.0521,1989,5,3,1989-05-03 00:00:00,,1989-05-05 00:00:00,0.01,H,H,Wildfire, , , , , , ,2020-04-03 00:00:00
420732,ON-2021-SUD44,ON, ,SUD44, ,46.2413,-80.5545,2021,6,14,2021-06-14 00:00:00,,2021-06-16 00:00:00,0.10000000149,N,N,IFR,FUL, , , , , ,2023-05-06 00:00:00
220125,AB-2019-WWF040,AB, ,WWF040, ,54.311043,-114.76828,2019,6,30,2019-06-30 00:00:00,,,0.08,H,H,Wildfire, , , , , , ,2020-06-01 00:00:00
115462,BC-1982-1982-V60004,BC, ,1982-V60004, ,48.789,-123.581,1982,5,28,1982-05-28 00:00:00,,,0.1,H,H,Fire, , , , , , ,2020-05-05 00:00:00
302725,QC-1992-5002,QC, ,1992-5002, ,48.29497,-72.07657,1992,5,8,1992-05-08 00:00:00,,1992-05-08 00:00:00,1.0,H,H, , ,Intensive, , , , ,2018-05-18 00:00:00
144957,BC-2009-2009-K50724,BC, ,2009-K50724, ,49.8487,-119.3832,2009,7,16,2009-07-16 00:00:00,,,0.1,H,H,Fire, , , , , , ,2020-05-05 00:00:00
199740,AB-2014-MWF062,AB, ,MWF062, ,58.004,-113.425833,2014,8,2,2014-08-02 00:00:00,,2014-08-02 00:00:00,0.1,N,N,Surface, , , ,fueltype: C2, , ,2020-06-01 00:00:00
386064,ON-1980-KEN32,ON, ,KEN32, ,49.6797,-94.3375,1980,5,5,1980-05-05 00:00:00,,1980-05-10 00:00:00,2.0,N,N,IFR, , , , , , ,2023-05-06 00:00:00
434043,ON-2018-FOR72,ON, ,FOR72, ,48.9251,-92.8218,2018,8,27,2018-08-27 00:00:00,,2018-08-30 00:00:00,0.10000000149,N,N,IFR,FUL, , , , , ,2023-05-06 00:00:00
395133,ON-1980-PEM13,ON, ,PEM13, ,45.3984,-77.5875,1980,4,2,1980-04-02 00:00:00,,1980-04-03 00:00:00,0.10000000149,H,H,IFR, , , , , , ,2023-05-06 00:00:00
220951,AB-2003-CWF071,AB, ,CWF071, ,49.593,-114.435,2003,7,17,2003-07-17 00:00:00,,2003-07-17 00:00:00,0.01,H,H,Ground, , , ,fueltype: C3, , ,2020-06-01 00:00:00
99246,BC-1987-1987-N50005,BC, ,1987-N50005, ,50.491,-117.748,1987,5,10,1987-05-10 00:00:00,,,1.0,H,H,Fire, , , , , , ,2020-05-05 00:00:00
116037,BC-1995-1995-G90097,BC, ,1995-G90097, ,59.917,-121.133,1995,5,24,1995-05-24 00:00:00,,,0.1,H,H,Fire, , , , , , ,2020-05-05 00:00:00
68161,BC-1975-1975-KJ0649,BC, ,1975-KJ0649, ,50.575,-118.788,1975,10,14,1975-10-14 00:00:00,,,1.2,H,H,Fire, , , , , , ,2020-05-05 00:00:00
98126,BC-1988-1988-K30010,BC, ,1988-K30010, ,51.054,-118.986,1988,5,22,1988-05-22 00:00:00,,,0.0,N,N,Fire, , , , , , ,2020-05-05 00:00:00
370293,PC-KO-2008-KO-3,PC,PC-KO,2008-KO-3,Niblock Pit,51.4383,-116.2006,2008,9,7,2008-09-07 00:00:00,,2008-08-15 00:00:00,0.1,U,U, ,MOD,MOD-Modified Response, , , , ,2010-11-25 00:00:00
118065,BC-1995-1995-G30283,BC, ,1995-G30283, ,52.392,-118.7,1995,9,15,1995-09-15 00:00:00,,,0.1,H,H,Fire, , , , , , ,2020-05-05 00:00:00
270524,MB-1999-EA-502-074-99,MB, ,EA-502-074-99, ,52.45,-95.433,1999,5,29,1999-05-29 00:00:00,,1999-05-30 00:00:00,0.1,N,N, , ,Intensive, , , , ,2008-07-24 00:00:00
376852,ON-1981-SIO67,ON, ,SIO67, ,52.039,-91.7917,1981,7,22,1981-07-22 00:00:00,,1981-07-23 00:00:00,1.20000004768,N,N,IFR, , , , , , ,2023-05-06 00:00:00
419727,ON-1979-KEN170,ON, ,KEN170, ,49.4297,-94.1375,1979,9,26,1979-09-26 00:00:00,,1979-09-09 00:00:00,0.20000000298,N,N,IFR, , , , , , ,2023-05-06 00:00:00
181084,AB-1972-DL3-003-72,AB, ,DL3-003-72,DL3003,55.6044,-113.3846,1972,5,31,1972-05-31 00:00:00,,,0.0,N,N, , , , , , , ,2020-06-01 00:00:00
